GENE_ID	Gene_Name	Synonyms	Gene_products	UniProt_ID	2vs0	4vs0	8vs0	10vs0	tt_dev$adj.P.Val	wt_0h_a	wt_0h_b	wt_0h_c	wt_2h_a	wt_2h_b	wt_2h_c	wt_4h_a	wt_4h_b	wt_4h_c	wt_8h_a	wt_8h_b	wt_8h_c	wt_10h_a	wt_10h_b	wt_10h_c
DDB_G0278015	DDB_G0278015	NA	UPF0682 family protein	Q54YY1	 1.150896069102106	 1.71654503715	 1.7995324109	  1.79522008413	0.0405516435852302	   22.9447278	   23.7636823	   22.5019911	   24.2429038	   24.2259945	   95.8011644	   42.8586889	   27.7520446	   25.0356623	   44.1976064	   38.0834977	   38.4962000	   41.7149295	   54.3309307	   35.6276257
DDB_G0273185	DDB_G0273185	NA	NA	Q557Y8	 0.348998146089568	 0.43073271779	-0.0624012059	 -1.37467201376	0.0406248220784007	 2535.2251801	 2637.6733872	 1981.5431473	 2401.8800019	 2655.9844346	 2887.9457752	 3007.5549216	 2307.0420107	 2306.7591945	 2896.5523705	 2918.6657341	 2891.5909515	 2495.1673891	 3023.4608985	 2844.4372416
DDB_G0271374	DDB_G0271374	NA	Glycerophosphodiester phosphodiesterase domain-containing protein 1	Q55BE9	 0.307757938635237	 0.47851935927	 0.6783524682	  0.55049001121	0.0406248220784007	    6.5587773	    2.7218908	    2.3183256	    1.7416642	    1.7144863	    5.2685671	    5.5679838	    6.0562558	    8.0257429	    3.2331587	    2.5233574	    1.7865195	    1.5248806	    2.9124383	    5.8574277
DDB_G0281533	DDB_G0281533_RTE	NA	Skipper GAG-PRO	Q54TV8	 0.280139354439965	 0.31402621304	 0.2278523103	  0.08410392180	0.0407505186711623	  541.0735016	  512.5178021	  385.8060423	  457.8197295	  538.4810625	  581.2948813	  571.7708228	  513.7773386	  585.5398346	  383.0585643	  503.8167870	  426.6268161	  399.9231404	  456.8803948	  399.3986033
DDB_G0270352	DDB_G0270352	NA	Protein aidB	Q55BV1	 0.184667957557902	 0.27392075615	 0.1859493096	 -0.14700701288	0.0410301814592752	 1078.8628732	 1160.3560468	 1198.8803239	 1185.2198963	 1223.0542161	 1227.3730376	 1230.3339135	 1343.1804370	 1150.4787731	 1394.4290413	 1142.0603546	 1302.2213135	 1064.4899140	 1194.7453165	 1301.7486475
DDB_G0269460	DDB_G0269460	NA	Protein ELYS	Q55DZ3	 1.351865800479129	-0.76090960044	 1.4752301463	  1.53421629609	0.0411663984700153	   43.7279395	   34.5834572	   41.9138923	   41.9797363	   42.2018487	   41.1042105	   42.4299608	   41.9170099	   50.6504351	   57.2486729	   58.5957767	   46.6868812	   70.0820643	   51.7972572	   60.5287531
DDB_G0283661	ddx3	NA	putative RNA helicase, DEAD/DEAH box helicase	Q54QS3	-0.347703254896993	-0.20504877226	-0.0431605669	 -0.18335439749	0.0413161178958749	  100.8840620	  107.5663298	  108.0184182	  110.1389806	  101.7220844	   96.5253997	   84.7446957	  111.5869093	   95.6598465	   84.1456476	   83.1397053	   92.3522756	   90.8620576	   68.6278837	   94.1344850
DDB_G0277701	apeA	DdapeA, class II apurinic/apyrimidinic(AP)-endonuclease	DNA-(apurinic or apyrimidinic site) lyase	P51173	 0.117293033061673	-0.02520006142	-0.2743074758	 -0.33962795021	0.0414218056598285	 3162.2641962	 2744.9298248	 3175.9684926	 2715.4736816	 2425.6693106	  791.6372160	 1246.1436093	 2831.7319160	 2856.6205734	 1080.5996629	 1944.4600634	 1418.5054261	 1641.2923250	  368.0289533	 1305.3341505
DDB_G0277813	DDB_G0277813	NA	SAC3/GANP family protein	Q54Z61	 0.095393273312375	 0.56997862710	 0.0614122376	  1.35327583176	0.0414960770542907	    3.2237502	   10.2462217	    7.3451825	    3.2152160	    2.7039525	    6.0870522	    9.5626108	    8.7779362	   11.4246208	    2.8794928	    7.4171266	    6.3068208	    1.9979044	    1.7064149	    1.8068028
DDB_G0281587	yipf1	NA	Yip1 domain-containing protein	Q54TS4	 0.055887653301178	 0.18161657156	 0.4487971041	  0.56917673623	0.0414960770542907	   63.9077413	   78.4305541	   86.0220133	   78.1023933	   64.0676854	   67.4716137	   75.2520272	   65.8101237	   69.6387948	   52.4435432	   65.0199686	   66.9447465	   52.1127975	   59.7982468	   59.9196788
DDB_G0274079	dohh-2	DOHH	PBS lyase HEAT-like repeat-containing protein, deoxyhypusine monooxygenase, deoxyhypusine hydroxylase, deoxyhypusine dioxygenase	Q556G4	-0.139528160231807	-0.17562525091	-0.2278856283	 -0.44002277513	0.0415258676092285	 1734.9209687	 2208.3409915	 2165.4720638	 2016.9314656	 1912.0347648	 2304.7639142	 1991.3590654	 2239.5744220	 2025.9641412	 1900.8185329	 1988.7922119	 1901.2545181	 1780.2950346	 1572.8935738	 1941.1787162
DDB_G0292870	pex13	NA	SH3 domain-containing protein, transmembrane protein, peroxin 13, peroxisomal biogenesis factor 13	Q54CL3	-0.422537464690031	-1.22379783887	-1.6808112746	 -1.40234006033	0.0417777254874717	   47.2103113	   51.9236312	   25.7059062	   27.0265391	   37.5700283	    2.2594697	   38.8326946	   35.5824828	   45.9543175	   40.1834439	   27.8222714	   35.1323496	   21.6626188	   48.7758857	   41.1932699
DDB_G0279683	DDB_G0279683	NA	putative transmembrane protein	Q54WF5	 0.567335319372072	 1.20099412879	 1.0481168257	  1.01029597551	0.0418969974989625	   63.7226273	   58.7935971	   65.7449384	   59.3151433	   64.5159296	   59.2550937	   66.3847694	   61.4650900	   67.3679716	   85.8181797	   75.8197682	   78.1919044	   85.2036693	   82.6604088	   80.0059360
DDB_G0291566	grwd1	NA	glutamate-rich WD repeat-containing protein 1	Q54ED4	-0.561301493885552	-1.72068100948	-3.1495167580	 -3.99741501294	0.0419410204544418	  314.5375481	  420.4883821	  458.8479403	  362.2890827	  366.8177022	  485.3139560	  337.2550841	  349.3683590	  356.8040998	  294.9649940	  238.6201953	  339.4803678	  271.6213317	  270.1952725	  326.9568103
DDB_G0290909	rpa49	polr1e	putative RNA polymerase I subunit	Q54FE8	 0.427259665991305	-0.02962988989	-0.0390940522	 -0.27236836680	0.0419508186356347	    3.6689841	    1.7864764	    2.9423915	    8.1232301	    2.8218407	    3.4398767	    2.0981783	    1.6954865	    2.8238180	    2.2919178	    2.1774115	    2.2986681	    1.5428053	    2.7024884	    2.1628126
DDB_G0286293	dnajc13	NA	DnaJ (Hsp40) homolog, subfamily C, member 13	Q54LZ3	-0.064957123494859	-0.15854434759	-0.2459877417	 -0.32804361624	0.0419508186356347	   25.5269075	   23.4951692	   33.8075526	   29.9402563	   32.1604631	   28.8837316	   24.3897665	   28.4102049	   28.7520439	   11.4932676	   12.8824757	   14.4974414	    2.1728688	   18.5134280	   11.2461966
DDB_G0283007	DDB_G0283007	NA	unknown	Q54RN9	 1.004773380321368	 1.51811786819	 1.9466946537	  1.95761432409	0.0421210550337462	   75.8297076	   75.7079039	   63.5136890	   78.5594567	   72.4621835	   70.8596110	   71.5167401	   74.0398265	   66.5228197	   60.4329541	   57.0184155	   61.7944761	   74.7864848	   56.6759575	   67.0396204
DDB_G0276443	usp7	NA	meprin and TRAF homology (MATH) domain-containing protein, peptidase C19 family protein, putative ubiquitin carboxyl-terminal hydrolase (UCH)	Q869U4	 0.055394768660397	 0.22558913630	 0.3854495441	  0.55879828601	0.0423588033917019	  258.6329221	  229.0947650	  256.5824875	  249.5589609	  259.6093611	  248.6492094	  290.0292784	  279.3252445	  269.5282396	  410.6588857	  368.5628477	  345.9257883	  395.9927461	  408.6040350	  351.4939600
DDB_G0282303	DDB_G0282303	rabGAP	ankyrin repeat-containing protein, RabGAP/TBC domain-containing protein, putative GTPase activating protein (GAP)	Q54SQ5	-0.686017695945769	 0.66143186651	-0.7300601444	  0.65445293875	0.042366625190597	    9.7825736	    9.0588638	    2.0000694	    9.4717029	   12.8484005	    3.2193583	    6.8456280	    9.2558221	    8.9208819	    7.6255303	    6.0052228	    2.2192616	    6.7487366	    3.0278826	    9.9184785
DDB_G0282813	arcB	arpE, Arc35, ARPC2, p34-Arc	actin-related protein 2/3 complex, subunit 2	O96623	 0.191636116199069	 0.29763729011	 0.4001295678	  0.37974820910	0.0424641750379391	   30.8812901	   33.1353063	   37.1139495	   19.0426855	   31.3834440	   26.8700756	   30.0619821	   29.1574801	   27.5769079	   14.3206592	   20.7041197	   22.9939353	   29.4770819	   13.3840791	   17.7456413
DDB_G0276105	gtr2	NA	alpha amylase domain-containing protein, starch synthase-like protein	Q75JH8	-0.088342710242825	-0.09465018174	-0.2161971495	 -0.25762098066	0.0425779334624502	   97.5358473	  118.6993610	  132.9867749	  114.8906773	  111.5469353	  116.4240708	  108.7378649	  112.1952382	  105.4388461	  118.6078553	  103.2209333	  109.1917772	  114.9750461	  118.6126521	  125.9345175
DDB_G0276515	DDB_G0276515	NA	NA	Q551H6	-2.312964598931870	-1.01515633324	-3.6716608680	 -3.71631071917	0.0425779334624502	  390.3316207	  381.1537163	  388.5448076	  403.9588224	  408.2275223	  391.7788546	  384.0240911	  385.9116724	  385.6368287	  400.5866896	  391.4069118	  382.5718402	  422.6779892	  440.6812029	  392.1780228
DDB_G0290597	DDB_G0290597	rabGAP	RabGAP/TBC domain-containing protein, putative GTPase activating protein (GAP), B-box zinc finger-containing protein	Q54FT8	-0.078399941278600	-0.09074020050	-0.1895733874	 -0.31071975258	0.0427233276369422	    2.4601045	    2.5362783	    3.2884389	    2.8199410	    2.3248873	    2.2557839	    2.7664305	    1.9543146	    3.3954219	    7.8201085	   10.4341668	   14.9655180	    8.1504599	   20.6491440	   16.6606165
DDB_G0275703	gefN	RasGEFN, RasGEF	Ras guanine nucleotide exchange factor	Q8IS12	 0.018551550512906	 0.19817494013	 2.5816427732	  1.69803697088	0.0427233276369422	  339.5032080	  329.2532639	  327.0974513	  344.7636402	  345.9296750	  329.0494339	  358.4806427	  293.4170412	  342.2639856	  351.6833577	  343.2514097	  350.4063786	  353.8210829	  376.9554553	  346.1888700
DDB_G0288551	DDB_G0288551	NA	PUF domain-containing protein, pumilio RNA-binding region-containing protein	Q54IS5	 0.340319810354402	 0.28974126797	-0.1177662629	 -0.44401418279	0.0427637459675931	   60.6299832	   36.2063779	   18.4909429	   17.3771018	   18.6849083	   22.4658590	   32.0648647	   20.9130759	   29.8036483	   25.9473928	   24.1224376	   36.1013838	   14.7374465	   34.6480064	   26.1943208
DDB_G0291428	DDB_G0291428	NA	paramecium surface antigen repeat-containing protein	Q54EN7	 0.485877231123235	 0.61731781819	 0.4135436404	  0.29610037328	0.0428539308820434	  348.4543914	  355.9666763	  340.9891565	  342.3840683	  360.5443221	  344.4121780	  320.4862373	  349.6202285	  304.3372207	  314.1265421	  313.2074120	  314.5159826	  284.1883903	  323.4177579	  297.2283525
DDB_G0275389	tom70	NA	translocase of outer mitochondrial membrane 70	Q553N9	-0.195243013248210	-0.26123217580	-0.3546485625	 -0.51278499188	0.042941762950688	  124.4435174	  122.9700292	  174.5691124	  238.1348444	  249.7119431	  171.2181457	  295.7346691	  315.5606580	  303.6129008	  200.2300287	  253.4902782	  252.2048398	  136.0032946	  167.3054920	  201.2299026
DDB_G0291129	ndufa6	NA	NADH dehydrogenase ubiquinone 1 alpha subcomplex subunit 6	Q54F42	 0.040994459450627	 0.05032164036	-0.2101460342	 -0.33419866135	0.0430040106384792	   75.6490731	   70.5536189	   70.3008041	   73.9933273	   69.7933768	   74.9302084	   64.2539850	   68.4350095	   62.3616844	   71.0603949	   66.0412206	   69.6817799	   72.2929882	   59.5023179	   67.8970105
DDB_G0292898	pgl	PGLS	6-phosphogluconolactonase	Q54CJ3	-0.173344597751067	-0.02540006974	 0.2101164113	  0.35604540635	0.0430630535473343	  288.7354974	  285.9525008	  326.2910794	  305.9286426	  301.3541840	  309.0330236	  342.5757881	  342.2849737	  317.8652503	  467.8004232	  433.0242622	  403.3922948	  488.4383619	  458.8257028	  453.7132532
DDB_G0273523	rpc25-2	rpc8, rpc25	RNA polymerase III subunit	Q557J3	-2.516480330134801	-2.04390774969	-2.1408848657	 -3.01634712909	0.0431247206601144	   15.8469698	   17.1654223	   15.2942488	   20.0590348	   19.7507353	   17.0212634	   16.8911938	   18.8338540	   18.6056308	   20.8411094	   21.2112019	   19.2872788	   23.4640995	   21.1804012	   18.7242805
DDB_G0271344	idhA	NA	isocitrate dehydrogenase (NAD+), isocitrate dehydrogenase (NAD+) alpha subunit	Q55BI2	-0.034127922899757	-0.12279019942	-0.3360961935	 -0.33070623908	0.0431714045368611	  936.2622962	  882.5718575	  961.4599525	  907.0923447	  906.2684999	 1037.2371648	  889.9627142	  918.8648009	  926.2495638	  915.7937849	  967.4330978	  973.0877483	  998.8665971	  904.6928926	 1012.2354673
DDB_G0288647	acad8	NA	acyl-CoA dehydrogenase, acyl-Coenzyme A dehydrogenase family member 8	Q54IM8	-0.036729378227493	 0.05114534213	-0.2228137170	 -0.37221347476	0.0432222557980471	   30.8932111	   27.8437344	   20.6392265	   23.6847842	   31.5089208	   29.8318754	   30.6052429	   28.9831458	   24.2932004	   26.1517017	   26.5357848	   25.7565705	   28.5072285	   28.0299766	   26.9193320
DDB_G0282341	DDB_G0282341	NA	enoyl-CoA hydratase/isomerase family protein	Q54SN3	 0.039182025683565	 0.29654620338	 0.4970498955	  0.25567999770	0.0432914051768661	   72.3845707	   64.8380736	   77.2090924	   69.5999974	   70.8359639	   65.0802837	   56.6787181	   64.5462225	   68.6453704	   55.8177462	   58.3034828	   60.1304454	   62.9161596	   56.1891602	   63.8837303
DDB_G0292624	DDB_G0292624	NA	putative myosin light chain kinase DDB_G0292624	Q54CY9	 0.162933543563801	 0.08019535927	-0.1993104371	 -0.89889815650	0.0434318853512865	   28.5323198	   21.3275561	   31.3512892	   22.9764935	    2.0691162	    7.9121456	    2.0922635	   27.9803459	   22.6301642	   27.8455614	    7.9436465	   23.2874734	   22.2763951	    4.5893602	   23.8511950
DDB_G0293566	lyEh3	NA	Entamoeba-type lysozyme protein 3	Q54BL8	-0.183627822800923	-0.27265503807	-0.4592895062	 -0.70337872171	0.0434759155275974	   43.8460984	    1.6184096	   34.1221283	   35.6366397	   44.5537117	   29.7685094	    2.0463921	    2.2622335	    2.8310333	   45.0065687	   58.8690879	   48.4351304	   32.1624121	   61.6010390	   50.4059373
DDB_G0283021	sodB	SOD	superoxide dismutase	Q54RN1	 0.353963082854806	 0.84160386559	 0.7735034931	  0.67834699845	0.0438865232362932	    4.5632605	    2.0140367	    2.6137789	    2.5729655	    5.1397855	    8.1508012	    3.5270062	    2.5678472	    2.7104447	    5.5426075	    8.8217688	    8.4629350	    2.1834301	    9.9111040	    3.5943418
DDB_G0291127	mvpB	NA	major vault protein B	P54659	 0.114641156075740	 0.20836022287	 0.2981514067	  0.24127216033	0.0438865232362932	    7.6963978	    8.8443563	    8.5872635	    1.9314541	    9.9519811	    2.2081801	   10.3753053	   10.5328681	   10.9160699	   10.3288108	    2.7603498	   13.0275744	    9.8308284	    9.3647166	   12.4158616
DDB_G0277629	rpl7a	NA	60S ribosomal protein L7a	Q54ZD1	-0.122139328608191	-0.06944459978	-0.2476149248	 -0.37896534155	0.044258014122971	 4179.6689322	 4330.3721307	 4016.3467103	 3830.4288687	 4340.6958609	 3995.1320930	 3448.5320891	 3892.9038800	 4054.4614476	 3266.7841985	 3490.0928706	 3275.3358379	 3230.8232749	 3342.4003453	 3285.5108652
DDB_G0288541	maoA	NA	amine oxidase (flavin-containing), monoamine oxidase	Q54IT3	 0.128349571739367	 0.23488258694	-0.0440177664	 -0.50705720810	0.0443771217195745	   22.7575020	   23.7122921	   20.2696545	   22.0283793	   23.1777305	   21.6463198	   22.3015470	   22.6403654	   24.1801759	   16.7031940	   19.6436022	   18.2909300	    2.1003706	   14.8392976	   13.3455205
DDB_G0271058	vilC	NA	villin-like protein C	Q1ZXP5	 0.610169976678398	-0.32795515859	 0.2380374221	  3.47841295904	0.0448804115073246	  399.2498019	  369.6038278	  339.0158103	  350.6481032	  351.8826576	  384.2416899	  364.4280268	  330.6221346	  361.3536174	  385.2364613	  366.7151331	  359.1409786	  384.9347316	  338.4424601	  384.5097645
DDB_G0272562	csbB	NA	contact site B protein B	P16643	 0.549693031206946	 0.43039243023	 1.2742032720	  1.52836692084	0.0452242626519655	   67.2608835	   56.5073574	   64.3367139	   59.1098636	   63.3756892	   57.8698221	   65.0866656	   61.0267108	   61.7348919	   72.5956043	   64.9402654	   71.0503011	   66.1179331	   79.6194741	   69.3024691
DDB_G0294627	DDB_G0294627	NA	MaoC-like dehydratase domain-containing protein	B0G197	 0.105919895324477	 0.19926484548	 0.1520914579	 -0.23555059436	0.0452242626519655	   67.9488193	   45.5195679	   45.0363639	   49.8283667	   55.4329350	   38.9176910	   45.3236366	   55.8521530	   42.5921337	  102.4845926	   74.5836089	   67.6817317	   70.8647570	   91.6991962	   77.6298641
DDB_G0275559	DDB_G0275559	NA	short-chain dehydrogenase/reductase (SDR) family protein, glucose/ribitol dehydrogenase family protein	Q869L6	 0.043556446047068	 0.09916500151	-0.3456466428	 -1.30293184910	0.0452242626519655	   35.8257690	   42.8076683	   48.4418811	   43.3678034	   42.5504096	   44.9254788	   50.0443716	   47.9615668	   42.0422451	   48.8102728	   43.5428819	   45.5740127	   37.8180039	   46.3974565	   42.5304062
DDB_G0267978	krsB	Krs2	STE20 family protein kinase KrsB	Q55FS2	-0.074617639420497	 0.09584602317	 0.4663008604	  0.51941463166	0.0455242883251914	  190.7162273	  186.4037753	  143.9481787	  179.1946580	  198.6050454	  231.3280076	  201.2338129	  173.3980174	  210.9771283	  177.6188403	  195.7383444	  225.9728511	  187.4145250	  130.9529494	  207.3170100
DDB_G0290029	DDB_G0290029	NA	C2H2-type zinc finger-containing protein	Q54GN9	-0.069127777882631	-0.63934962673	-0.7759968619	 -0.87287716637	0.0458463465402712	  145.2747606	  169.1964598	  134.7901488	  166.1513811	  160.7030639	  152.7360536	  144.8792381	  151.9846621	  159.8655426	  124.0377574	  157.6070010	  148.0158592	  133.5908789	  199.8597807	  150.4201417
DDB_G0281327	rexo4	NA	RNA exonuclease 4	Q54U94	 0.141115610180812	 0.00411435365	-1.0661100596	 -1.85733058040	0.0463239204561085	  264.0419000	  237.9859478	  207.7698022	  224.1655254	  224.4081618	  235.3011966	  231.8163599	  209.2938696	  217.7847714	  212.7005063	  211.8101103	  204.8904012	  194.2185360	  169.2850230	  202.0765708
DDB_G0291978	xacA	RacGEF, RacGAP, DRG, DdRacGap1, DdRacGAP	RacGAP and RhoGEF protein	Q54DW4	 0.659577359708138	 0.51595274037	 0.4899502195	 -0.58698492296	0.0464873072459047	 1744.8783077	 1721.7443745	 1901.3118543	 1671.1869620	 1731.7523617	 1848.1053684	 1527.1674560	 1566.9094001	 1605.5650499	 1452.9722424	 1286.8172318	 1550.8116546	 1453.3453013	 1416.3483167	 1613.3512929
DDB_G0293062	DDB_G0293062	NA	acyltransferase domain-containing protein	Q54CC0	-1.344456434933165	-1.47213671207	-2.7431645575	 -2.24636295143	0.0464873072459047	   32.1311592	   32.3057945	   86.4111376	   26.6931155	   28.1605185	    2.1460108	    6.8813148	   19.4723681	   22.0181871	    2.4768515	    2.7183892	    1.0706967	    2.2346144	    2.2727183	    1.8261963
DDB_G0291326	DDB_G0291326	NA	NA	Q54EU7	 0.040792675507234	-0.00791096507	-0.3771318025	 -0.58755718852	0.0465541555245727	    2.0477953	    2.8658626	    4.0259000	    2.3314511	    7.1146974	    6.3748968	    9.6317607	   11.7297997	    2.5293141	   20.2714154	   16.1454987	   17.0298741	   17.0709076	   11.5097489	   15.4451904
DDB_G0277923	empD	NA	emp24/gp25L/p24 family protein D	Q769F6	 0.124395513731236	 0.27369496239	 0.4368909413	  0.35924402732	0.0466166369099459	   11.9701166	    6.6057404	    2.8348636	    2.0356644	    2.8698495	   12.1620357	    2.3033163	   13.7640373	    9.8278360	    2.5436369	    3.5069785	    4.3258107	   15.3946803	    2.4638172	    4.9092905
DDB_G0285051	rab32D	NA	Rab GTPase	Q54P07	-0.492083107705799	 0.71016534039	-0.5555633269	 -1.22267397920	0.0470362290565152	   51.9271208	   48.5027675	   43.6480722	   63.2427065	   63.1518334	   90.1847437	   83.9542290	   45.0489699	   46.9957511	   65.6633905	   64.8770358	   66.0515365	   57.4892831	   65.8137515	   50.1841824
